Year,Country,Ciprofloxacin,cip_sr,Antibiotic
2013,57,8.0,1,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.006,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,16.0,1,0
2013,57,0.03,0,0
2013,36,0.002,0,0
2013,36,1.0,0,0
2013,36,8.0,1,0
2013,36,0.008,0,0
2013,36,0.002,0,0
2013,57,16.0,1,0
2013,36,0.002,0,0
2013,36,0.002,0,0
2013,36,0.02,0,0
2013,36,1.0,0,0
2013,36,0.012,0,0
2013,36,0.75,0,0
2013,36,16.0,1,0
2013,36,0.002,0,0
2013,36,0.002,0,0
2013,36,1.5,1,0
2013,57,0.03,0,0
2013,36,0.002,0,0
2013,36,1.5,1,0
2013,36,0.003,0,0
2013,36,0.002,0,0
2013,36,0.002,0,0
2013,43,0.004,0,0
2013,43,0.016,0,0
2013,43,2.0,1,0
2013,43,0.004,0,0
2013,43,0.002,0,0
2013,43,24.0,1,0
2013,43,0.75,0,0
2013,43,0.002,0,0
2013,43,32.0,1,0
2013,43,0.004,0,0
2013,43,0.012,0,0
2013,43,0.003,0,0
2013,43,0.004,0,0
2013,43,32.0,1,0
2013,43,1.0,0,0
2013,43,32.0,1,0
2013,43,0.003,0,0
2013,43,0.003,0,0
2013,43,0.004,0,0
2013,43,0.004,0,0
2013,43,0.003,0,0
2013,43,0.004,0,0
2013,43,0.004,0,0
2013,43,0.016,0,0
2013,43,0.012,0,0
2013,43,32.0,1,0
2013,43,0.002,0,0
2013,43,12.0,1,0
2013,43,0.002,0,0
2013,43,0.002,0,0
2013,43,6.0,1,0
2013,43,0.004,0,0
2013,43,32.0,1,0
2013,43,0.008,0,0
2013,43,4.0,1,0
2013,43,0.002,0,0
2013,43,32.0,1,0
2013,43,3.0,1,0
2013,43,32.0,1,0
2013,43,0.003,0,0
2013,43,32.0,1,0
2013,43,32.0,1,0
2013,43,32.0,1,0
2013,43,0.002,0,0
2013,43,32.0,1,0
2013,43,32.0,1,0
2013,43,32.0,1,0
2013,43,32.0,1,0
2013,43,0.003,0,0
2013,43,0.004,0,0
2013,43,1.0,0,0
2013,43,0.004,0,0
2013,43,0.004,0,0
2013,43,32.0,1,0
2013,43,16.0,1,0
2013,43,0.004,0,0
2013,43,32.0,1,0
2013,43,0.002,0,0
2013,43,0.012,0,0
2013,43,12.0,1,0
2013,43,0.003,0,0
2013,43,2.0,1,0
2013,43,0.003,0,0
2013,43,32.0,1,0
2013,43,0.003,0,0
2013,43,16.0,1,0
2013,43,0.002,0,0
2013,43,0.004,0,0
2013,43,0.003,0,0
2013,43,8.0,1,0
2013,43,32.0,1,0
2013,43,8.0,1,0
2013,43,6.0,1,0
2013,43,0.006,0,0
2013,43,4.0,1,0
2013,43,32.0,1,0
2013,43,0.003,0,0
2013,43,6.0,1,0
2013,43,0.002,0,0
2013,43,32.0,1,0
2013,43,0.002,0,0
2013,43,0.003,0,0
2013,43,32.0,1,0
2013,43,0.003,0,0
2013,43,16.0,1,0
2013,43,32.0,1,0
2013,43,3.0,1,0
2013,43,0.003,0,0
2013,43,0.008,0,0
2013,43,32.0,1,0
2013,43,0.003,0,0
2013,43,3.0,1,0
2013,43,0.003,0,0
2013,43,3.0,1,0
2013,43,0.006,0,0
2013,43,32.0,1,0
2013,43,32.0,1,0
2013,43,0.003,0,0
2013,43,0.003,0,0
2013,43,0.004,0,0
2013,43,3.0,1,0
2013,51,0.007,0,0
2013,51,16.0,1,0
2013,51,0.007,0,0
2013,51,16.0,1,0
2013,51,2.0,1,0
2013,51,16.0,1,0
2013,51,0.007,0,0
2013,51,16.0,1,0
2013,51,0.015,0,0
2013,51,32.0,1,0
2013,43,32.0,1,0
2013,51,32.0,1,0
2013,51,0.007,0,0
2013,51,0.007,0,0
2013,51,0.007,0,0
2013,51,32.0,1,0
2013,51,16.0,1,0
2013,51,0.007,0,0
2013,51,0.003,0,0
2013,51,32.0,1,0
2013,51,32.0,1,0
2013,43,0.003,0,0
2013,51,16.0,1,0
2013,51,8.0,1,0
2013,51,0.007,0,0
2013,51,0.007,0,0
2013,51,0.007,0,0
2013,51,0.007,0,0
2013,51,0.007,0,0
2013,51,0.015,0,0
2013,51,0.007,0,0
2013,51,0.015,0,0
2013,43,0.006,0,0
2013,51,32.0,1,0
2013,51,4.0,1,0
2013,51,4.0,1,0
2013,51,4.0,1,0
2013,51,32.0,1,0
2013,51,32.0,1,0
2013,51,16.0,1,0
2013,51,16.0,1,0
2013,51,16.0,1,0
2013,51,0.007,0,0
2013,43,0.012,0,0
2013,51,16.0,1,0
2013,51,0.007,0,0
2013,51,0.007,0,0
2013,51,32.0,1,0
2013,51,0.015,0,0
2013,51,32.0,1,0
2013,51,32.0,1,0
2013,51,0.007,0,0
2013,51,0.015,0,0
2013,51,16.0,1,0
2013,43,0.003,0,0
2013,51,8.0,1,0
2013,51,0.007,0,0
2013,51,32.0,1,0
2013,51,0.007,0,0
2013,51,32.0,1,0
2013,51,32.0,1,0
2013,51,0.094,0,0
2013,51,32.0,1,0
2013,51,32.0,1,0
2013,51,0.007,0,0
2013,43,3.0,1,0
2013,51,16.0,1,0
2013,51,0.004,0,0
2013,51,16.0,1,0
2013,51,16.0,1,0
2013,51,32.0,1,0
2013,51,1.0,0,0
2013,51,16.0,1,0
2013,51,16.0,1,0
2013,19,6.0,1,0
2013,19,0.008,0,0
2013,43,6.0,1,0
2013,19,32.0,1,0
2013,19,32.0,1,0
2013,19,3.0,1,0
2013,19,0.008,0,0
2013,19,32.0,1,0
2013,19,32.0,1,0
2013,19,32.0,1,0
2013,19,0.016,0,0
2013,19,0.008,0,0
2013,19,32.0,1,0
2013,19,32.0,1,0
2013,19,32.0,1,0
2013,19,0.006,0,0
2013,19,0.006,0,0
2013,19,0.004,0,0
2013,19,0.008,0,0
2013,19,0.008,0,0
2013,19,0.006,0,0
2013,19,32.0,1,0
2013,19,0.006,0,0
2013,19,0.006,0,0
2013,19,3.0,1,0
2013,19,0.004,0,0
2013,19,24.0,1,0
2013,19,0.008,0,0
2013,19,0.003,0,0
2013,19,0.004,0,0
2013,19,4.0,1,0
2013,19,0.006,0,0
2013,19,0.006,0,0
2013,19,0.008,0,0
2013,19,0.006,0,0
2013,19,0.006,0,0
2013,19,4.0,1,0
2013,19,32.0,1,0
2013,19,1.0,0,0
2013,19,0.004,0,0
2013,19,3.0,1,0
2013,19,4.0,1,0
2013,19,12.0,1,0
2013,19,1.0,0,0
2013,19,0.006,0,0
2013,19,0.5,0,0
2013,19,32.0,1,0
2013,19,0.25,0,0
2013,19,32.0,1,0
2013,19,32.0,1,0
2013,19,1.5,1,0
2013,19,32.0,1,0
2013,19,0.006,0,0
2013,19,12.0,1,0
2013,19,24.0,1,0
2013,19,32.0,1,0
2013,19,0.008,0,0
2013,19,0.004,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,0.03,0,0
2013,57,8.0,1,0
2013,30,16.0,1,0
2013,30,32.0,1,0
2013,30,32.0,1,0
2013,5,0.004,0,0
2013,21,0.004,0,0
2013,57,16.0,1,0
1998,7,0.002,0,0
2008,7,0.19,0,0
2008,12,6.0,1,0
2008,16,0.006,0,0
1998,58,32.0,1,0
1998,58,0.002,0,0
1998,58,0.002,0,0
1998,58,0.003,0,0
1998,58,0.002,0,0
1998,11,0.002,0,0
2003,58,32.0,1,0
1986,57,0.003,0,0
1989,57,0.002,0,0
1989,57,0.002,0,0
1989,57,0.002,0,0
1990,57,0.003,0,0
1993,57,0.002,0,0
1993,57,0.002,0,0
1993,57,0.002,0,0
1998,14,0.003,0,0
1993,57,0.19,0,0
1993,57,0.006,0,0
1998,15,0.002,0,0
1998,15,0.002,0,0
1998,15,0.008,0,0
1998,15,0.008,0,0
1998,15,0.003,0,0
1999,15,0.003,0,0
1998,19,0.003,0,0
1998,19,0.002,0,0
1998,14,0.002,0,0
1998,21,0.002,0,0
1998,21,0.008,0,0
1998,21,0.002,0,0
1998,22,0.012,0,0
1998,22,0.008,0,0
1998,22,0.012,0,0
1998,22,0.25,0,0
1998,22,0.006,0,0
1998,26,0.002,0,0
1998,30,0.003,0,0
1998,14,0.002,0,0
1998,30,0.002,0,0
1998,39,0.002,0,0
1998,42,0.002,0,0
1998,42,0.002,0,0
1998,44,0.008,0,0
1998,45,0.002,0,0
1998,45,0.003,0,0
1998,45,0.002,0,0
1998,51,0.003,0,0
1998,51,0.008,0,0
1998,14,0.002,0,0
1998,51,0.002,0,0
1998,51,0.008,0,0
1998,55,0.002,0,0
1998,56,0.002,0,0
1998,57,0.006,0,0
1998,57,0.25,0,0
1998,57,0.002,0,0
1998,57,0.002,0,0
1999,19,0.002,0,0
1998,32,0.002,0,0
1999,34,0.002,0,0
1999,42,0.002,0,0
1999,51,0.006,0,0
1999,51,0.002,0,0
1999,55,0.002,0,0
1999,56,0.003,0,0
1999,56,0.002,0,0
1999,57,0.064,0,0
2002,15,0.002,0,0
2002,15,0.002,0,0
1998,32,0.003,0,0
2003,57,0.19,0,0
2004,47,0.003,0,0
2004,47,0.006,0,0
2004,57,0.002,0,0
2004,45,6.0,1,0
2004,45,0.016,0,0
2004,45,0.75,0,0
2004,45,0.016,0,0
2004,45,32.0,1,0
2004,45,8.0,1,0
2008,1,0.008,0,0
2004,45,0.003,0,0
2004,45,0.003,0,0
2004,45,0.004,0,0
2004,45,0.006,0,0
2005,47,0.003,0,0
1999,54,0.25,0,0
2000,33,32.0,1,0
2001,33,6.0,1,0
2001,33,32.0,1,0
2001,33,32.0,1,0
2001,33,0.5,0,0
2001,33,32.0,1,0
2001,33,32.0,1,0
2001,33,32.0,1,0
2001,33,32.0,1,0
1999,54,2.0,1,0
2004,3,0.003,0,0
2004,3,0.002,0,0
2004,3,0.003,0,0
2004,3,0.25,0,0
2004,3,0.002,0,0
2004,3,0.002,0,0
2004,38,0.002,0,0
2004,38,0.003,0,0
2005,33,32.0,1,0
1999,54,0.125,0,0
2005,33,32.0,1,0
2007,28,0.25,0,0
2007,28,0.25,0,0
2007,28,32.0,1,0
2008,13,32.0,1,0
2008,13,32.0,1,0
2008,13,3.0,1,0
2008,33,8.0,1,0
2008,29,1.5,1,0
1999,54,0.002,0,0
2008,29,1.0,0,0
2008,41,1.0,0,0
2008,41,0.047,0,0
2008,41,3.0,1,0
2008,54,0.38,0,0
2008,54,0.125,0,0
2008,54,2.0,1,0
2008,54,1.5,1,0
2000,33,0.75,0,0
2008,54,0.003,0,0
2008,54,3.0,1,0
2008,54,6.0,1,0
2008,54,1.5,1,0
2008,54,0.5,0,0
2008,54,1.5,1,0
2008,60,32.0,1,0
2008,40,32.0,1,0
2008,28,0.19,0,0
2009,28,0.25,0,0
2000,33,1.5,1,0
2009,28,32.0,1,0
2009,28,32.0,1,0
2009,28,0.094,0,0
2009,28,0.25,0,0
2009,28,0.25,0,0
2009,28,32.0,1,0
2009,28,4.0,1,0
2009,28,24.0,1,0
2009,28,8.0,1,0
2009,40,0.75,0,0
2000,33,1.5,1,0
2009,40,1.0,0,0
2009,40,4.0,1,0
2009,40,4.0,1,0
2010,28,8.0,1,0
2010,28,0.25,0,0
2010,28,32.0,1,0
2010,28,0.094,0,0
2010,28,6.0,1,0
2010,28,0.75,0,0
2010,28,0.38,0,0
2000,33,8.0,1,0
2010,28,2.0,1,0
2010,28,2.0,1,0
2010,28,24.0,1,0
2010,6,32.0,1,0
2010,6,1.0,0,0
2010,6,1.5,1,0
2010,6,0.047,0,0
2010,6,0.064,0,0
2010,6,0.064,0,0
2010,6,0.064,0,0
2000,33,32.0,1,0
2010,40,1.5,1,0
2010,40,24.0,1,0
2010,40,4.0,1,0
2010,33,32.0,1,0
2010,41,32.0,1,0
2011,40,3.0,1,0
2008,55,32.0,1,0
2008,21,32.0,1,0
2008,21,0.003,0,0
2008,22,1.5,1,0
2008,42,1.0,0,0
2008,48,0.003,0,0
2008,51,0.004,0,0
2008,51,32.0,1,0
2008,51,6.0,1,0
2008,55,32.0,1,0
